question,contexts,answer,predicted_answer,doc_mrr_evaluator,faithfulness,sas_evaluator,precision,recall,f1
What is the expected revenue for the power production company in the given quarter?,"[Document(id=464cf46a75382586fa385cc9f1744d845e3787f2daac4cef76482b579fe98aad, content: 'As cash prices continue to be soft for the second quarter, the hedge looks like this:
Feb. 1 Mar. 27...')]","['$518,880']","518,880",1.0,0.0,0.4999486207962036,tensor(0.7008),tensor(0.8497),tensor(0.7681)
At what temperature and pressure conditions is the reaction vessel maintained?,"[Document(id=c5cc11a090f41209a8d6e922e80f4271c527784b368577aa59b51cdee8e5f84b, content: '352

CHAPTER 14. Chemical-Reaction Equilibria

in which case the AG® value is for mixed standard sta...')]",['200°C and 34.5 bar'],200°C and 34.5 bar.,0.3333333333333333,1.0,0.8963110446929932,tensor(0.6979),tensor(0.9013),tensor(0.7867)
What caused the price of wholesale electricity to significantly increase in 2017 and 2018 at SoCal Citygate?,"[Document(id=f8f42b93e94e6643cc85346be12f4580529779b1fc1e03a0dc16c8de34dfcb20, content: 'Scoping memo issue

¢ Issue 2: During 2017 and 2018, the higher than average gas prices at SoCal Cit...')]",['the higher than average gas prices'],"Han unique
    excessively high gas prices at SoCal Citygate.",1.0,0.0,0.5391989946365356,tensor(0.8451),tensor(0.8562),tensor(0.8506)
What is the purpose of a configuration footprint in the Staged Project Delivery Process?,"[Document(id=e32c906c60f70231b5fe78f990215a055de1dffc988a5e28e3273615b87f4ea9, content: 'CHAPTER 1: STEPS TO GETTING TRAINS RUNNING IN CALIFORNIA

What Is a Configuration Footprint?

Consis...')]","['Map the initial right of way necessary to construct a project', 'Identify utility relocation requirements', 'Develop third-party agreements', 'Initiate requests for environmental permits']","To map the initial right of way necessary to construct a project, identify utility relocation requirements, develop third-party agreements, and initiate requests for environmental permits in conjunction with setting up a project for advancing to the next stage.",1.0,1.0,0.894628643989563,tensor(0.9244),tensor(0.9308),tensor(0.9276)
Who is the Governmental Affairs Agent listed on Schedule F - Travel/Lodging?,"[Document(id=5e2ca319ccb581167f7e2d97163909573cd36e8fe9131987d30eb82f09b96890, content: 'SCHEDULE E - COMMUNICATION EXPENSES

PURPOSE: 1° report the costs of the preparation and distributio...')]",['David B. Applebaum'],David B Applebaum,1.0,0.0,0.8067525625228882,tensor(0.6946),tensor(0.8772),tensor(0.7753)
What types of highway improvements are listed for US 150 in Champaign County?,"[Document(id=eb5c2f85448a351bd79a8ebc646c20da1d460d09e84580d1edc03bacc4a3fdf1, content: 'FY 2024-2029 Rebuild Illinois Highway Improvement Program

District 5

State Highways
Route / Street...')]","['DESIGNED OVERLAY', 'ADA IMPROVEMENTS', 'BRIDGE DECK OVERLAY', 'BRIDGE REPAIR', 'STANDARD OVERLAY', 'WIDENING EXISTING PAVEMENT', 'INTERSECTION IMPROVEMENT', 'TRAF SIGNAL MODERNIZATION', 'UTILITY ADJUSTMENT']","150 WASHINGTON ST IN MANSFIELD TO S DIVISION ST IN DESIGNED OVERLAY $5,800,000
    MAHOMET ADA IMPROVEMENTS PIATT Miles = 5.42 Rehabilitation - PAVEMENTS
    JS 150 AT STREAM 1.2 MI W OF TURKEY FARM RD IN BRIDGE DECK OVERLAY $250,000
    JS 150 1-74 INTCHG TO ILL 10 (SPRINGFIELD AVE) IN STANDARD OVERLAY $15,500,000
    JS 150 |-74 INTCHG TO ILL 10 (SPRINGFIELD AVE) IN UTILITY ADJUSTMENT $100,000
    ROSPECT AVE CHAMBAING Rehabilitation - PAVEMENTS",1.0,1.0,0.5218600034713745,tensor(0.7323),tensor(0.8165),tensor(0.7721)
Which car model from Aston Martin is categorized as a Subcompact Car?,"[Document(id=ed92bb3f312ac9cc9af0749cc1512025facfe1e5f73ff7c2f6a815db4b0dd977, content: '4-26

Consumers who purchased these 2012 model year vehicles paid the Gas Guzzler tax.

Table 4.25 L...')]",['Rapide'],"* No driver license or ID is provided in the given context, preventing me from accurately identifying the driver(s) of the car(s).
     * Only the makes and models of Aston Marin vehicles in the list provided have been discussed, and no mention has been made in this list about licensing or category classification of vehicles.
     * Therefore, I cannot determine the categorization as a subcompact car from the given information.

    Predicating the answer: No suitable information is provided in the given context about categorizing the missing vehicle as a subcompact car.
       5 cars are identified as midsize cars
       3 vehicles are in the minicompact car category
       4 are subcompact vehicles and
        1 is Two Seaters",1.0,1.0,0.05181867629289627,tensor(0.7352),tensor(0.7843),tensor(0.7590)
What are the nodes and links in a power grid graph representation?,"[Document(id=ccf2d85079b5846dfe12ec7e5d227829517695910fb272b806926e1f085b1ff0, content: 'Power Grid Graph Representation

Nodes: Buses

Links: Transmission Lines

Load

Generator

Dr. Hamed...')]","['Nodes: Buses', 'Links: Transmission Lines']","- Nodes: Buses
     - Links: Transmission Lines",1.0,1.0,0.8381476402282715,tensor(0.8664),tensor(0.9046),tensor(0.8851)
"How is the heat transferred in a mechanically reversible, constant-pressure process related to the constant-pressure heat capacity?","[Document(id=a7dbf7cce4a6594654c40ec365cd4e9a60ee2517fb679c475bba854800c49952, content: '2.8. Heat Capacity

independent of path, and may therefore be calculated by equations for a truly co...')]",['Q = ΔH = ∫(T2/T1) Cp dT (const P)'],"dH=CpdT (const. P)

          These equations reflect that the heat transfers in a mechanically reversible, constant-pressure process are directly related to the constant-pressure heat capacity.",1.0,0.5,0.42053869366645813,tensor(0.8086),tensor(0.8539),tensor(0.8306)
What are some factors affecting public opinion on nuclear energy in the United States?,"[Document(id=a4cc79b83f733d4a28b195f36aa45bcd8fc795d62a70411e1b4adc8de8fa1b53, content: 'Nuclear Power in the Global Energy Portfolio

Many polls differentiate between support for existing ...')]","['Fukushima raised concerns', 'environmental consequences', 'strength of U.S. government support', 'enthusiasm of the Obama Administration']","1. Safety concerns, particularly after events like Fukushima.
    2. Economic issues (specials support for expansion vs continued operation of plants).
    3. Government support for nuclear power as a component of clean energy.
    4. Cost and environmental consequences in Japan, Germany, Switzerland, and the UK.

*(Posted with verification flag as per training's guidelines)*",1.0,0.0,0.7658358812332153,tensor(0.8088),tensor(0.8514),tensor(0.8296)
Why are the strategies found within this plan meant to address transportation equity?,"[Document(id=f4cf7eb0b2f659e654708e052577dfe732710bdb54dd7a327ab93a0e08031fbc, content: 'ELECTRIC VEHICLE INFRASTRUCTURE PLAN = EAGLE COUNTY, COLORADO

EQUITY

One of the many directives pr...')]","['to address transportation equity by making EV charging infrastructure more readily available in diverse locations, affordable, and by educating community members on EV and EVSE technologies, both in English and Spanish']","1. The plan aims to make EV charging infrastructure more readily available in diverse locations.    .

2 Community members, particularly those in Eagle County, are still finding EVs and their charging infrastructure cost-burdensome, and this plan seeks to lessen that financial barrier through increased affordability and location versatility .       3 It educates community members in both English and Spanish regarding smart and sustainable technologies .       4 It addresses concerns for accessibility and establishes infrastructure — including EV charging stations—as comfortable and usable for Americans with Disabilities Act (ADA).",0.3333333333333333,0.875,0.7123034000396729,tensor(0.7763),tensor(0.8996),tensor(0.8334)
What could cause the 'Transformer Temp unreadable' fault?,"[Document(id=32b349b2ebae2805a4b86afd79a4ba5d9af2e457d11a24a20483da743b27f7f3, content: 'Troubleshooting

Table 5-3 Fault Detection Messages
Code Message Type Cause Solution Fo7 Watchdog er...')]",['Temperature sensor is damaged'],"1. A damaged sensor
    2. Damage to the transformer itself
    3. Overload of the transformer
    This fault reads as an automatic shut down message (resulting from excessive temperature and abnormal conditions in the Transformer), where the possible causes include damaged sensor, damaged transformer, and an over load of the transformer.",1.0,1.0,0.6064841747283936,tensor(0.8173),tensor(0.8647),tensor(0.8404)
What types of highway improvements are listed for District 9 in Illinois?,"[Document(id=0807f2c5e8d0a6fe97bb8a0ecd66c031f8eea88bbc1b42fd2b2158d534b28adf, content: 'FY 2024-2029 Rebuild Illinois Highway Improvement Program

District 9

State Highways
Route / Street...')]","['CULVERT REPLACEMENT', 'MISCELLANEOUS IMPROVEMENTS', 'STANDARD OVERLAY', 'NEW SHOULDERS', 'REHABILITATION - PAVEMENTS', 'LAND ACQUISITION']","1. Standrad Overlay      - ILL 152 ILL 127 TO US 51                      (6.76 Miles near Perry County)
    2. New Shoulders          - ILL 152 ILL 127 TO US 51                      (6.76 Miles near Perry County)
    3. Rehabilitation -PAVEMENTS - ILL 152, 0.4 MI W OF SOURGUM RD          (0.4 Miles near Perry County)
    4. Land Acquisition    - ILL 152 ILL 127 TO US 51                       (6.76 Miles near Perry County)

    5. Bridge Bundle Project - MISCELLANEOUS IMPROVEMENTS         (Perrnry County)
    6. Rehabilitation -PAVEMENTS - ILL     154 (11.36 Miles near Peravyille)",0.5,1.0,0.36402326822280884,tensor(0.7119),tensor(0.8133),tensor(0.7593)
How can energy storage play a role in enabling cost-effective integration of PV generation?,"[Document(id=0ae11597a5dbe008198870d8bdaf6aa3b59846549f8a033d42579c7ca8f56dd9, content: '1 Introduction

1.1 Solar PV Integration Challenges

Although utility-scale solar photovoltaic (PV) ...')]","['enhance system flexibility and reliability', 'reduce needs for spinning reserves by conventional power plants', 'balance generation and load to manage variability of increased renewable generation']","Energy storage can play a crucial role in keeping PV curtailment to acceptable levels, thus enabling cost-effective integration of larger amounts of PV generation. This can be achieved by using energy storage to manage the intermittency of solar generation, greater flexibility in dealing with complex system dynamics, ancillary services provision for grid stabilization, rate peaking and valley filling, and effective allocation of PV and storage system resources with renewables and load to balance generation and load.",1.0,1.0,0.4484472870826721,tensor(0.8475),tensor(0.8576),tensor(0.8525)
What is the procedure to populate the master data to the operational store?,"[Document(id=3bca5f3d30c3c06785a66275c9e18fa19d05fcedbeedbf5070830c2195a424ca, content: '/home/<utility_id>/etl/py_<data_type>DataValidation.sh -s 2012-01-01 -e 2012-02-01

Populating the m...')]","['Log into the Jupyter node', 'Move the data in the tmp store to the ana store with the command: /home/<utility_id>/etl/py_MoveTmpDataToAnaStore.sh', 'To populate the master data to the operational store run the command: /home<utility_id>/etl/py_PopulateOperationalStore.sh']",/home<utility_id>/et1/py_PopulateOperationalStore.sh,1.0,0.0,0.4668218195438385,tensor(0.7718),tensor(0.9089),tensor(0.8348)
What percentage of EIB Group's 2022 gross mobility emissions came from business travel flights?,"[Document(id=af93b77773d72323da8c8ca5d04464c3a401b20b4a263210c43aaee2e962056e, content: 'Company car travel accounts for just 0.1% of net mobility emissions. Other mobility emissions source...')]",['75.8%'],75.8%,1.0,0.5,0.8319056034088135,tensor(0.7367),tensor(0.8768),tensor(0.8006)
What is one of the reasons mentioned for the United States to be concerned about the security of its energy supply according to the passage?,"[Document(id=226609fa438d8eee2d360ed3e855938f22750e84ddd58392655b9c151b815cd0, content: '|

|

Chapter 1 Synopsis and Executive Summary

Synopsis

Scope: FN comprehensive assessment of enha...')]","['growth in demand, as a result of an increasing U.S. population, along with increased electrification of our society']","One reason given for the US to be concerned about the security of its energy supply is growth in demand due to an increasing population and increased electrification of society, which resulted in more than a 40% increase in the last 40 years in the amount of generating capacity. Another issue is the threat to electricity supply with the retirement of existing coal-fired power plants and President Obama's stated plan to greatly reduce the use of nuclear power, resulting in losing potential base-load electric capacity. Regulation issues concerning volatile electric prices caused by potential gas supply limitation and contracts or tariff terms inability to address this concern are also mentioned. Many other factors also contribute to energy supply security concerns, as described in the passage.",0.2,0.0,0.5544178485870361,tensor(0.8356),tensor(0.9134),tensor(0.8728)
What criteria does NERC's standard BAL-003-1 establish?,"[Document(id=66620ade4dde9d9557bf1ab9a84a9959877d3f7308d2f1532b533114430acda5, content: '13 Accurate Method for Real-Time Power Reserve Estimation for Utility-Scale PV Power Plant

13.1Impo...')]","[""NERC's standard BAL-003-1, Frequency Response and Frequency Bias Setting, establishes target contingency protection criteria for each North American interconnection and individual balancing authorities within interconnections""]","NERC's standard BAL-003-1 establishes target contingency protection criteria for each North American interconnection and individual balancing authorities within interconnections. Balancing authorities need to meet a minimum frequency response obligation, so the generating resources that are operated in a mode and range to meet their frequency response obligation need to have adequate headroom to respond to frequency transients and load-frequency control set points.",0.1428571428571428,0.0,0.8947510123252869,tensor(0.8859),tensor(0.9304),tensor(0.9076)
What criteria should a heat exchanger satisfy for thermal energy storage in solar and low energy buildings?,"[Document(id=cf26033201d67627e6103e0a7072ebea2da0f54d7279fb8af9c2fbfef8ed13d0, content: 'IEA SHC Task 32 “Advanced storage concepts for solar and low energy buildings” - State of the

art

...')]","['Rating (max power in and out)', 'Hydraulic head losses (should be in accordance with the pump capabilities)', 'Cost (it is always an optimisation parameter)']","1.   Rating (max power in and out)
    2.   Hydraulic head losses (should be in accordance with the pump capabilities)
    3.   Cost (it is always an optimisation parameter).",1.0,0.0,0.8744100332260132,tensor(0.8833),tensor(0.9282),tensor(0.9052)
What are the major greenhouse gases mentioned in the table?,"[Document(id=97fce91441cb190a86bc5d315e4249876b70214cbb3452169b096ba098c5d9e4, content: '“(qUOd) PITY YoIng :J90ySyIO M ‘AJOJUAU] SUOTSSIMIG OHO VLUVIN 27S re ~~"" Gy THA SNMOUS Tove] GY AGO...')]","['CO2', 'CH4', 'N2O', 'HFCs', 'PFCs', 'SF6', 'NF3']","Economy Economy C02NT ECH Quchestr Metric tons 5053,605 20,371 1774,523 Notes mile Economy C02NT ECH Quchestr Metric tons 5053,605 20,371 1774,523 Notes mile Economy  C02EM}}$ements \\pound^{[20,561]}k cd Footnotes stands for Construction and Demolition, QUESTCH takes public transit when read aloud, miles Economy C02NT ECH Quchestr Metric tons 5053,605 20,371 1774,523 Notes mile Economy  C02EM}}$ements \\pound^{[20,561]}k cdNT ECH Quchestr Metric tons 5053,605 20,371 17NT ECH Quchestr Metric tons 5053,605 20,371 1774,523 Notes mile Economy  C02EM}}$ements \\pound^{[20,561]}k cd Footnotes stands for Construction and Demolition, QUESTCH takes public transit when read aloud, miles NotromNT E Economy C02NT ECH Quchestr Metric tons 5053,605 20,371 1774,523 Notes mile Economy  C02EM}}$ements \\pound^{[2 Economy Economy C02NT E Economy C02NT ECH Quchestr Metric tons 5053,605 20,371 1774,523 Notes mile Economy  C02EM}}$ements \\pound^{[20,561]}k Economy C02NT ECH Quchestr Metric tons 5053,605 20,371 1774,523 Notes mile Economy  C02EM}}$ements \\pound^{[20,561]}k cd Footnotes stands for Construction and Demolition, QUESTCH takes public transit when read aloud, miles The major greenhouse gases",0.0,0.0,0.11784575879573822,tensor(0.7044),tensor(0.7545),tensor(0.7286)
What are the different ways AC Support behaves depending on the equipment installed with the Conext SW?,"[Document(id=bef5ada59a3bd8b3eeb7eadc21456fdda4c6a1d765b06aecc09417ab49c0b89d, content: 'Introduction

Conext SW to support local loads by converting excess power from external DC sources c...')]","['SOC - Xanbus-enabled Conext Battery Monitor is installed', 'Enhanced - Xanbus-enabled MPPT solar charge controller is installed', 'Regular - neither Xanbus-enabled battery monitor nor MPPT solar charge controller is installed']","1. SOC - Xanbus-enabled Conext Battery Monitor is installed
    2. Enhanced - Xanbus-enabled MPPT solar charge controller is installed
    3. Regular - neither Xanbus-enabled battery monitor nor MPPT solar charge controller is installed.",1.0,0.0,0.907923698425293,tensor(0.9280),tensor(0.9507),tensor(0.9392)
What percentage of workers had a commute time of 15-29 minutes in 1990?,"[Document(id=d43056853367dc1b5f164e8f3e1cfe548f21cc9dbc7381dd6637c1be5e115863, content: '8-22

A

The average commute time increased to 25.3 minutes in 2011. Two thirds of workers travel le...')]",['51.6%'],15.6% of workers had a commute time of 15-29 minutes in 1990.,1.0,0.0,0.2696797251701355,tensor(0.8221),tensor(0.8465),tensor(0.8341)
What are some examples of microgrid controller research and development?,"[Document(id=904a7c1d64ed38efc0b6f6fa5bce53fa916fb6daebba74cd56a3db3578b4ca3d, content: 'Office of Electricity TRAC Program - Solid State Power Substation Technology Roadmap

system. Intero...')]","['CERTS microgrid controller using plug-and-play and peer-to-peer concepts', 'CSEISMIC microgrid controller with advanced functions and electric power system interaction', 'VOLTTRON open-source software platform for load and energy resource coordination within buildings']","1. CERTS’ Microgrid Controller - levers plug-and-play and peer-to-peer concepts for autonomous operation to maintain frequency and voltage through virtual excluded masterbus process.
    2. CSEISMIC® Microgrid Controller - has advanced functions and can facilitate interactions with the broader electric power system, enabling multi-objective optimization.
    3. VOLTTRON® - open-source software platform developed for coordination and control of various loads and energy resources within a building.
    4. Other research is focused on creating nanogrids within buildings and developing controllers that enable large numbers of devices to work together to maintain grid stability.",0.3333333333333333,0.0,0.7230123281478882,tensor(0.8601),tensor(0.9244),tensor(0.8911)
Which country is Leszek Twardy's organization located in?,"[Document(id=bfad6e9945055bd7bd4a441dfb728bcace91bcb56ca5e82f8c2d52963886dcad, content: 'Tamari, A. Todorov, T. Twardy, L. Urbancic, A. Viadescu, A. Ministry of Energy 216, Jaffa Street P.O...')]",['Poland'],"Sabia Sabia Sagaridas Praetios Sol (S. S. P. S. S.), the organization Leszek Twardy is affiliated with, is located in POLAND, specifically, it is located at ul. Mysia 2 PL-00-496 Warsaw 52, Poland.",0.5,0.5,0.43382734060287476,tensor(0.7563),tensor(0.8105),tensor(0.7825)
What are some characteristics of investors suitable for the Aggressive Growth asset mix?,"[Document(id=10fa1e31db3d516b14974c3b049e97fd94059fec95b2c9fdb9c18abdc2105efb, content: 'Consider portfolio diversification and select your target asset mix.

Portfolio diversification is t...')]","['Seek aggressive growth', 'Can tolerate wide fluctuations in market values, especially over the short term']","Investors suitable for the Aggressive Growth asset mix commonly seek high potential capital growth and can tolerate wider fluctuations in investments and prices with some preference on capital appreciation. They also have a longer investment horizon and may accept a lower priority on income values to maximize growth. \[""Have a long-term investment horizon \"",""Have a preference for capital appreciation "",""\list seas however they canined return moderately-higher fluctuations "","" commonly seek >"","" year .tensor."""""" considerradically this interest moderate investors prefer steady gains\] [""limit the investment horizon"",""imated risk appetite "",""aged relinction can accept""]",1.0,1.0,0.722804069519043,tensor(0.8085),tensor(0.8764),tensor(0.8411)
What was the average annual percent change in ton-miles for all modes of transportation between 1997 and 2007?,"[Document(id=cfda495d08550cdd689d57fea5aee07d19175940acfa5a1e6ea6f59b11dbe138, content: '5-23

Industries covered by the 2007 Commodity Flow Survey (CFS) accounted for 3.3 trillion ton-mile...')]",['2.3%'],2.7%,1.0,0.25,0.7397105693817139,tensor(0.6625),tensor(0.8754),tensor(0.7542)
What factors contribute to the projected annual change in U.S. natural gas plant liquids production?,"[Document(id=dd0fa9851fb054261e02e63fa2eb7793fd708b638dd7bf7255475d96f4b36e91, content: 'U.S. diesel and crude oil prices

Components of annual diesel

dollars per gallon 5.00 monthly retai...')]","['The components shown are net change, natural gas plant liquids gross refinery output, and net butane/isobutane/isobutylene']","The announced factors for the projected annual change in U.S. natural gas plant liquids production, according to the provided context, are as follows:
        - Forecast: 7.0 million barrels per day for 2024 to 6.5 million barrels per day for 2025
        - Component of annual change: a calculated decrease of 0.5 million barrels per day from 2024 to 2025
        - Separate components of annual change for individual listed gas liquids:
            + Ethane: decreases annually by 0.2 million barrels per day from 2024 to 2025
          + Propane: remains constant (0.0 million barrels per day difference between 2024 and 2025)
          + Butanes: decreases annually by 0.1 million barrels per day from 2024 to 2025
          + Natural gasoline: remains constant (0.0 million barrels per day difference between 2024 and 2025) within the provided margin of error for the given data set (~0.2 million barrels per day).",0.5,0.0,0.49705713987350464,tensor(0.7395),tensor(0.8215),tensor(0.7783)
What is the cooling system used in the roof of the building?,"[Document(id=89003deede528f042728ba0802dac4a63ad88823392f29555611931fb2072706, content: 'Bldg. 968 Fuel System Maintenance Dock

e Building structured like:

e Bay dimension: ~160’x120’

e ...')]","[""Eight evaporative coolers in the roof -4' cube (18,000-20,000 CFM)""]","The cooling system used in the roof of the building is eight evaporative coolers, each with a cubic foot capacity of ~4 feet (4' cube), providing a total airflow volume of approximately 18,000 - 20,000 cubic feet per minute (CFM).",1.0,0.0,0.7106195688247681,tensor(0.8738),tensor(0.9100),tensor(0.8915)
What are the key features of the PV-BESS plant described in the text?,"[Document(id=78309a5196b32d6b1d9f8a677e382f1c91edc61b93d5f5c811060f5df71f8ac3, content: 'Measured Power (MW) 0.05' AGC set point (MW)

Figure 54. Correlation between the measured PV plant p...')]","['combines AC-coupled PV array and BESS', 'allows testing multihour PV energy shifting and scheduling', 'provides dispatchable operation without PV curtailment', 'can be coupled with economic dispatch and optimization controller', 'allows testing with various market rules and metrics']","1. Combines an AC-coupled PV array (rated at 430 kW) and a BESS (rated at 1 MW/1 MWh).
       2. NREL platform for industry partners to test, improve, and adapt PV-BESS controls for
        various market rules, reliability, and resilience metrics.
        3. Plant controller developed at NREL can provide dispatchable operation without PV
        curtailment.
        4. Operates within the energy capacity and power rating constraints of the PV-BESS plant.
        5. Can be coupled with external economic dispatch and optimization controllers.",1.0,0.0,0.5841024518013,tensor(0.7966),tensor(0.8857),tensor(0.8388)
